rayon_id,rayon_name,year,facilities,rooms,beds,total_guests,domestic_tourists,foreign_tourists,total_nights,domestic_nights,foreign_nights,occupancy_rate,avg_stay,revenue_azn,employees,travel_agencies,population,area_km2
julfa,Julfa,2020,,,,,,,,,,,,,,,,
julfa,Julfa,2021,,,,,,,,,,,,,,,,
julfa,Julfa,2022,,,,,,,,,,,,,,,,
julfa,Julfa,2023,,,,,,,,,,,,,,,,
julfa,Julfa,2024,,,,,,,,,,,,,,,,
julfa,Julfa,2025,,,,,,,,,,,,,,,,
kalbajar,Kalbajar,2005,,,,,,,,,,,,,,,,
kalbajar,Kalbajar,2010,,,,,,,,,,,,,,,,
kalbajar,Kalbajar,2015,,,,,,,,,,,,,,,,
kalbajar,Kalbajar,2019,,,,,,,,,,,,,,,,
kalbajar,Kalbajar,2020,,,,,,,,,,,,,,,,
kalbajar,Kalbajar,2021,,,,,,,,,,,,,,,,
