rayon_id,rayon_name,year,facilities,rooms,beds,total_guests,domestic_tourists,foreign_tourists,total_nights,domestic_nights,foreign_nights,occupancy_rate,avg_stay,revenue_azn,employees,travel_agencies,population,area_km2
kalbajar,Kalbajar,2022,,,,,,,,,,,,,,,,
kalbajar,Kalbajar,2023,,,,,,,,,,,,,,,,
kalbajar,Kalbajar,2024,,,,,,,,,,,,,,,,
kalbajar,Kalbajar,2025,,,,,,,,,,,,,,,,
khachmaz,Khachmaz,2005,,,,,,,,,,,,,,,,
khachmaz,Khachmaz,2010,,,,,,,,,,,,,,,,
khachmaz,Khachmaz,2015,,,,,,,,,,,,,,,,
khachmaz,Khachmaz,2019,,,,,,,,,,,,,,,,
khachmaz,Khachmaz,2020,,,,,,,,,,,,,,,,
khachmaz,Khachmaz,2021,,,,,,,,,,,,,,,,
khachmaz,Khachmaz,2022,,,,,,,,,,,,,,,,
khachmaz,Khachmaz,2023,,,,,,,,,,,,,,,,
khachmaz,Khachmaz,2024,,,,,,,,,,,,,,,,
khachmaz,Khachmaz,2025,,,,,,,,,,,,,,,,
khizi,Khizi,2005,,,,,,,,,,,,,,,,
khizi,Khizi,2010,,,,,,,,,,,,,,,,
khizi,Khizi,2015,,,,,,,,,,,,,,,,
khizi,Khizi,2019,,,,,,,,,,,,,,,,
khizi,Khizi,2020,,,,,,,,,,,,,,,,
khizi,Khizi,2021,,,,,,,,,,,,,,,,
khizi,Khizi,2022,,,,,,,,,,,,,,,,
khizi,Khizi,2023,,,,,,,,,,,,,,,,
khizi,Khizi,2024,,,,,,,,,,,,,,,,
khizi,Khizi,2025,,,,,,,,,,,,,,,,
khojaly,Khojaly,2005,,,,,,,,,,,,,,,,
khojaly,Khojaly,2010,,,,,,,,,,,,,,,,
khojaly,Khojaly,2015,,,,,,,,,,,,,,,,
khojaly,Khojaly,2019,,,,,,,,,,,,,,,,
khojaly,Khojaly,2020,,,,,,,,,,,,,,,,
khojaly,Khojaly,2021,,,,,,,,,,,,,,,,
khojaly,Khojaly,2022,,,,,,,,,,,,,,,,
khojaly,Khojaly,2023,,,,,,,,,,,,,,,,
khojaly,Khojaly,2024,,,,,,,,,,,,,,,,
khojaly,Khojaly,2025,,,,,,,,,,,,,,,,
kurdamir,Kurdamir,2005,,,,,,,,,,,,,,,,
kurdamir,Kurdamir,2010,,,,,,,,,,,,,,,,
kurdamir,Kurdamir,2015,,,,,,,,,,,,,,,,
kurdamir,Kurdamir,2019,,,,,,,,,,,,,,,,
kurdamir,Kurdamir,2020,,,,,,,,,,,,,,,,
kurdamir,Kurdamir,2021,,,,,,,,,,,,,,,,
kurdamir,Kurdamir,2022,,,,,,,,,,,,,,,,
kurdamir,Kurdamir,2023,,,,,,,,,,,,,,,,
kurdamir,Kurdamir,2024,,,,,,,,,,,,,,,,
kurdamir,Kurdamir,2025,,,,,,,,,,,,,,,,
lachin,Lachin,2005,,,,,,,,,,,,,,,,
lachin,Lachin,2010,,,,,,,,,,,,,,,,
lachin,Lachin,2015,,,,,,,,,,,,,,,,
lachin,Lachin,2019,,,,,,,,,,,,,,,,
lachin,Lachin,2020,,,,,,,,,,,,,,,,
lachin,Lachin,2021,,,,,,,,,,,,,,,,
lachin,Lachin,2022,,,,,,,,,,,,,,,,
lachin,Lachin,2023,,,,,,,,,,,,,,,,
lachin,Lachin,2024,,,,,,,,,,,,,,,,
lachin,Lachin,2025,,,,,,,,,,,,,,,,
lankaran,Lankaran,2005,,,,,,,,,,,,,,,,
lankaran,Lankaran,2010,,,,,,,,,,,,,,,,
lankaran,Lankaran,2015,,,,,,,,,,,,,,,,
lankaran,Lankaran,2019,,,,,,,,,,,,,,,,
lankaran,Lankaran,2020,,,,,,,,,,,,,,,,
lankaran,Lankaran,2021,,,,,,,,,,,,,,,,
lankaran,Lankaran,2022,,,,,,,,,,,,,,,,
lankaran,Lankaran,2023,,,,,,,,,,,,,,,,
lankaran,Lankaran,2024,,,,,,,,,,,,,,,,
lankaran,Lankaran,2025,,,,,,,,,,,,,,,,
lerik,Lerik,2005,,,,,,,,,,,,,,,,
lerik,Lerik,2010,,,,,,,,,,,,,,,,
lerik,Lerik,2015,,,,,,,,,,,,,,,,
lerik,Lerik,2019,,,,,,,,,,,,,,,,
lerik,Lerik,2020,,,,,,,,,,,,,,,,
lerik,Lerik,2021,,,,,,,,,,,,,,,,
lerik,Lerik,2022,,,,,,,,,,,,,,,,
lerik,Lerik,2023,,,,,,,,,,,,,,,,
lerik,Lerik,2024,,,,,,,,,,,,,,,,
lerik,Lerik,2025,,,,,,,,,,,,,,,,
masally,Masally,2005,,,,,,,,,,,,,,,,
masally,Masally,2010,,,,,,,,,,,,,,,,
masally,Masally,2015,,,,,,,,,,,,,,,,
masally,Masally,2019,,,,,,,,,,,,,,,,
masally,Masally,2020,,,,,,,,,,,,,,,,
masally,Masally,2021,,,,,,,,,,,,,,,,
masally,Masally,2022,,,,,,,,,,,,,,,,
masally,Masally,2023,,,,,,,,,,,,,,,,
masally,Masally,2024,,,,,,,,,,,,,,,,
masally,Masally,2025,,,,,,,,,,,,,,,,
mingachevir,Mingachevir,2005,,,,,,,,,,,,,,,,
mingachevir,Mingachevir,2010,,,,,,,,,,,,,,,,
mingachevir,Mingachevir,2015,,,,,,,,,,,,,,,,
mingachevir,Mingachevir,2019,,,,,,,,,,,,,,,,
mingachevir,Mingachevir,2020,,,,,,,,,,,,,,,,
mingachevir,Mingachevir,2021,,,,,,,,,,,,,,,,
mingachevir,Mingachevir,2022,,,,,,,,,,,,,,,,
mingachevir,Mingachevir,2023,,,,,,,,,,,,,,,,
mingachevir,Mingachevir,2024,,,,,,,,,,,,,,,,
mingachevir,Mingachevir,2025,,,,,,,,,,,,,,,,
naftalan,Naftalan,2005,,,,,,,,,,,,,,,,
naftalan,Naftalan,2010,,,,,,,,,,,,,,,,
naftalan,Naftalan,2015,,,,,,,,,,,,,,,,
naftalan,Naftalan,2019,,,,,,,,,,,,,,,,
naftalan,Naftalan,2020,,,,,,,,,,,,,,,,
naftalan,Naftalan,2021,,,,,,,,,,,,,,,,
naftalan,Naftalan,2022,,,,,,,,,,,,,,,,
naftalan,Naftalan,2023,,,,,,,,,,,,,,,,
naftalan,Naftalan,2024,,,,,,,,,,,,,,,,
naftalan,Naftalan,2025,,,,,,,,,,,,,,,,
nakhchivan,Nakhchivan,2005,,,,,,,,,,,,,,,,
nakhchivan,Nakhchivan,2010,,,,,,,,,,,,,,,,
nakhchivan,Nakhchivan,2015,,,,,,,,,,,,,,,,
nakhchivan,Nakhchivan,2019,,,,,,,,,,,,,,,,
nakhchivan,Nakhchivan,2020,,,,,,,,,,,,,,,,
nakhchivan,Nakhchivan,2021,,,,,,,,,,,,,,,,
nakhchivan,Nakhchivan,2022,,,,,,,,,,,,,,,,
nakhchivan,Nakhchivan,2023,,,,,,,,,,,,,,,,
nakhchivan,Nakhchivan,2024,,,,,,,,,,,,,,,,
nakhchivan,Nakhchivan,2025,,,,,,,,,,,,,,,,
neftchala,Neftchala,2005,,,,,,,,,,,,,,,,
neftchala,Neftchala,2010,,,,,,,,,,,,,,,,
neftchala,Neftchala,2015,,,,,,,,,,,,,,,,
neftchala,Neftchala,2019,,,,,,,,,,,,,,,,
neftchala,Neftchala,2020,,,,,,,,,,,,,,,,
neftchala,Neftchala,2021,,,,,,,,,,,,,,,,
neftchala,Neftchala,2022,,,,,,,,,,,,,,,,
neftchala,Neftchala,2023,,,,,,,,,,,,,,,,
neftchala,Neftchala,2024,,,,,,,,,,,,,,,,
neftchala,Neftchala,2025,,,,,,,,,,,,,,,,
oghuz,Oghuz,2005,,,,,,,,,,,,,,,,
oghuz,Oghuz,2010,,,,,,,,,,,,,,,,
oghuz,Oghuz,2015,,,,,,,,,,,,,,,,
oghuz,Oghuz,2019,,,,,,,,,,,,,,,,
oghuz,Oghuz,2020,,,,,,,,,,,,,,,,
oghuz,Oghuz,2021,,,,,,,,,,,,,,,,
oghuz,Oghuz,2022,,,,,,,,,,,,,,,,
oghuz,Oghuz,2023,,,,,,,,,,,,,,,,
oghuz,Oghuz,2024,,,,,,,,,,,,,,,,
oghuz,Oghuz,2025,,,,,,,,,,,,,,,,
ordubad,Ordubad,2005,,,,,,,,,,,,,,,,
ordubad,Ordubad,2010,,,,,,,,,,,,,,,,
ordubad,Ordubad,2015,,,,,,,,,,,,,,,,
ordubad,Ordubad,2019,,,,,,,,,,,,,,,,
ordubad,Ordubad,2020,,,,,,,,,,,,,,,,
ordubad,Ordubad,2021,,,,,,,,,,,,,,,,
ordubad,Ordubad,2022,,,,,,,,,,,,,,,,
ordubad,Ordubad,2023,,,,,,,,,,,,,,,,
ordubad,Ordubad,2024,,,,,,,,,,,,,,,,
ordubad,Ordubad,2025,,,,,,,,,,,,,,,,
qabala,Qabala,2005,,,,,,,,,,,,,,,,
qabala,Qabala,2010,,,,,,,,,,,,,,,,
qabala,Qabala,2015,,,,,,,,,,,,,,,,
qabala,Qabala,2019,,,,,,,,,,,,,,,,
qabala,Qabala,2020,,,,,,,,,,,,,,,,
qabala,Qabala,2021,,,,,,,,,,,,,,,,
qabala,Qabala,2022,,,,,,,,,,,,,,,,
qabala,Qabala,2023,,,,,,,,,,,,,,,,
qabala,Qabala,2024,,,,,,,,,,,,,,,,
qabala,Qabala,2025,,,,,,,,,,,,,,,,
qakh,Qakh,2005,,,,,,,,,,,,,,,,
qakh,Qakh,2010,,,,,,,,,,,,,,,,
qakh,Qakh,2015,,,,,,,,,,,,,,,,
qakh,Qakh,2019,,,,,,,,,,,,,,,,
qakh,Qakh,2020,,,,,,,,,,,,,,,,
qakh,Qakh,2021,,,,,,,,,,,,,,,,
qakh,Qakh,2022,,,,,,,,,,,,,,,,
qakh,Qakh,2023,,,,,,,,,,,,,,,,
qakh,Qakh,2024,,,,,,,,,,,,,,,,
qakh,Qakh,2025,,,,,,,,,,,,,,,,
qazakh,Qazakh,2005,,,,,,,,,,,,,,,,
qazakh,Qazakh,2010,,,,,,,,,,,,,,,,
qazakh,Qazakh,2015,,,,,,,,,,,,,,,,
qazakh,Qazakh,2019,,,,,,,,,,,,,,,,
qazakh,Qazakh,2020,,,,,,,,,,,,,,,,
qazakh,Qazakh,2021,,,,,,,,,,,,,,,,
qazakh,Qazakh,2022,,,,,,,,,,,,,,,,
qazakh,Qazakh,2023,,,,,,,,,,,,,,,,
qazakh,Qazakh,2024,,,,,,,,,,,,,,,,
qazakh,Qazakh,2025,,,,,,,,,,,,,,,,
quba,Quba,2005,,,,,,,,,,,,,,,,
quba,Quba,2010,,,,,,,,,,,,,,,,
quba,Quba,2015,,,,,,,,,,,,,,,,
quba,Quba,2019,,,,,,,,,,,,,,,,
quba,Quba,2020,,,,,,,,,,,,,,,,
quba,Quba,2021,,,,,,,,,,,,,,,,
quba,Quba,2022,,,,,,,,,,,,,,,,
quba,Quba,2023,,,,,,,,,,,,,,,,
quba,Quba,2024,,,,,,,,,,,,,,,,
quba,Quba,2025,,,,,,,,,,,,,,,,
qubadli,Qubadli,2005,,,,,,,,,,,,,,,,
qubadli,Qubadli,2010,,,,,,,,,,,,,,,,
qubadli,Qubadli,2015,,,,,,,,,,,,,,,,
qubadli,Qubadli,2019,,,,,,,,,,,,,,,,
qubadli,Qubadli,2020,,,,,,,,,,,,,,,,
qubadli,Qubadli,2021,,,,,,,,,,,,,,,,
qubadli,Qubadli,2022,,,,,,,,,,,,,,,,
qubadli,Qubadli,2023,,,,,,,,,,,,,,,,
qubadli,Qubadli,2024,,,,,,,,,,,,,,,,
qubadli,Qubadli,2025,,,,,,,,,,,,,,,,
qusar,Qusar,2005,,,,,,,,,,,,,,,,
qusar,Qusar,2010,,,,,,,,,,,,,,,,
qusar,Qusar,2015,,,,,,,,,,,,,,,,
qusar,Qusar,2019,,,,,,,,,,,,,,,,
qusar,Qusar,2020,,,,,,,,,,,,,,,,
qusar,Qusar,2021,,,,,,,,,,,,,,,,
qusar,Qusar,2022,,,,,,,,,,,,,,,,
qusar,Qusar,2023,,,,,,,,,,,,,,,,
qusar,Qusar,2024,,,,,,,,,,,,,,,,
qusar,Qusar,2025,,,,,,,,,,,,,,,,
saatly,Saatly,2005,,,,,,,,,,,,,,,,
saatly,Saatly,2010,,,,,,,,,,,,,,,,
saatly,Saatly,2015,,,,,,,,,,,,,,,,
saatly,Saatly,2019,,,,,,,,,,,,,,,,
saatly,Saatly,2020,,,,,,,,,,,,,,,,
saatly,Saatly,2021,,,,,,,,,,,,,,,,
saatly,Saatly,2022,,,,,,,,,,,,,,,,
saatly,Saatly,2023,,,,,,,,,,,,,,,,
saatly,Saatly,2024,,,,,,,,,,,,,,,,
saatly,Saatly,2025,,,,,,,,,,,,,,,,
sabirabad,Sabirabad,2005,,,,,,,,,,,,,,,,
sabirabad,Sabirabad,2010,,,,,,,,,,,,,,,,
sabirabad,Sabirabad,2015,,,,,,,,,,,,,,,,
sabirabad,Sabirabad,2019,,,,,,,,,,,,,,,,
sabirabad,Sabirabad,2020,,,,,,,,,,,,,,,,
sabirabad,Sabirabad,2021,,,,,,,,,,,,,,,,
sabirabad,Sabirabad,2022,,,,,,,,,,,,,,,,
