page_number,section_id,indicator,region_name,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023
66,5.9,Accommodated foreigners in hotels (persons),Qəbələ rayonu,137.0,202.0,120.0,839.0,9.0,336.0
66,5.9,Accommodated foreigners in hotels (persons),Oğuz rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),Şəki rayonu,5.0,374.0,8.0,447.0,266.0,205.0
66,5.9,Accommodated foreigners in hotels (persons),Zaqatala rayonu,701.0,760.0,101.0,83.0,154.0,191.0
66,5.9,Accommodated foreigners in hotels (persons),rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),Cəbrayıl rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),Kəlbəcər rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),Qubadlı rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),Laçın rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),Zəngilan rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),rayonu,803.0,407.0,131.0,18.0,175.0,267.0
66,5.9,Accommodated foreigners in hotels (persons),Şirvan şəhəri,16.0,14.0,,3.0,,
66,5.9,Accommodated foreigners in hotels (persons),Biləsuvar rayonu,383.0,217.0,61.0,15.0,53.0,88.0
66,5.9,Accommodated foreigners in hotels (persons),Hacıqabul rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),Neftçala rayonu,,,,,,
66,5.9,Accommodated foreigners in hotels (persons),Salyan rayonu,404.0,176.0,70.0,,122.0,179.0
67,5.9,Accommodated foreigners in hotels (persons),Ölkə üzrə - c ə m i,359.0,453.0,450.0,188.5,116.0,798.0
67,5.9,Accommodated foreigners in hotels (persons),Bakı şəhəri,255.0,766.1,335.0,760.9,75.0,961.3
67,5.9,Accommodated foreigners in hotels (persons),Binəqədi rayonu,449.0,936.5,536.0,476.8,411.1,510.4
67,5.9,Accommodated foreigners in hotels (persons),Xətai rayonu,1.0,832.2,2.0,296.8,464.0,503.0
67,5.9,Accommodated foreigners in hotels (persons),Xəzər rayonu,7.0,947.5,6.0,143.0,4.0,980.8
67,5.9,Accommodated foreigners in hotels (persons),Qaradağ rayonu,97.5,95.3,79.5,153.8,159.3,205.9
67,5.9,Accommodated foreigners in hotels (persons),Nərimanov rayonu,10.0,197.1,12.0,744.4,6.0,15.4
67,5.9,Accommodated foreigners in hotels (persons),Nəsimi rayonu,70.0,167.5,139.0,610.6,23.0,270.2
67,5.9,Accommodated foreigners in hotels (persons),Nizami rayonu,2.0,352.1,1.0,931.3,275.1,12.7
67,5.9,Accommodated foreigners in hotels (persons),Pirallahı rayonu,,,,,,
67,5.9,Accommodated foreigners in hotels (persons),Sabunçu rayonu,8.0,433.8,8.0,728.0,2.0,85.4
67,5.9,Accommodated foreigners in hotels (persons),Səbail rayonu,118.0,384.2,125.0,90.3,31.0,173.0
67,5.9,Accommodated foreigners in hotels (persons),Suraxanı rayonu,,,,,55.2,125.2
67,5.9,Accommodated foreigners in hotels (persons),Yasamal rayonu,35.0,905.2,38184.7,7.0,81.9,14.0
67,5.9,Accommodated foreigners in hotels (persons),Respublikası,5.0,665.6,6.0,613.6,1.0,744.3
67,5.9,Accommodated foreigners in hotels (persons),rayonu,2.0,268.9,2.0,666.1,970.1,1.0
67,5.9,Accommodated foreigners in hotels (persons),Sumqayıt şəhəri,1.0,599.0,1.0,783.4,651.5,1.0
67,5.9,Accommodated foreigners in hotels (persons),Abşeron rayonu,540.2,745.8,215.3,145.9,299.2,408.2
67,5.9,Accommodated foreigners in hotels (persons),Xızı rayonu,129.7,136.9,103.3,97.8,78.4,250.3
67,5.9,Accommodated foreigners in hotels (persons),rayonu,4.0,335.6,6.0,735.7,2.0,579.1
67,5.9,Accommodated foreigners in hotels (persons),Ağsu rayonu,15.7,18.9,20.3,22.2,26.9,30.4
67,5.9,Accommodated foreigners in hotels (persons),İsmayıllı rayonu,864.7,1.0,62.3,211.5,572.3,3.0
67,5.9,Accommodated foreigners in hotels (persons),Qobustan rayonu,,,,,,
67,5.9,Accommodated foreigners in hotels (persons),Şamaxı rayonu,3.0,455.2,5.0,654.5,2.0,347.3
67,5.9,Accommodated foreigners in hotels (persons),rayonu,14.0,909.9,15.0,120.3,3.0,634.1
67,5.9,Accommodated foreigners in hotels (persons),Gəncə şəhəri,2.0,488.0,2.0,416.8,712.6,1.0
67,5.9,Accommodated foreigners in hotels (persons),Naftalan şəhəri,12.0,295.4,12.0,423.8,2.0,891.7
67,5.9,Accommodated foreigners in hotels (persons),Daşkəsən rayonu,11.8,18.7,9.1,4.9,,15.9
67,5.9,Accommodated foreigners in hotels (persons),Goranboy rayonu,41.9,76.0,13.0,49.7,178.6,448.8
67,5.9,Accommodated foreigners in hotels (persons),Göygöl rayonu,72.8,185.0,7.7,200.4,321.6,842.5
67,5.9,Accommodated foreigners in hotels (persons),Samux rayonu,,,,,,
67,5.9,Accommodated foreigners in hotels (persons),rayonu,119.4,242.7,247.2,931.0,3.0,583.9
67,5.9,Accommodated foreigners in hotels (persons),Xankəndi şəhəri,,,,,,
67,5.9,Accommodated foreigners in hotels (persons),Ağcabədi rayonu,23.0,100.3,145.2,240.1,379.9,765.6
67,5.9,Accommodated foreigners in hotels (persons),Ağdərə rayonu,,,,,,
67,5.9,Accommodated foreigners in hotels (persons),Bərdə rayonu,61.1,98.7,84.5,149.1,172.3,207.0
67,5.9,Accommodated foreigners in hotels (persons),Füzuli rayonu,,,,,,
67,5.9,Accommodated foreigners in hotels (persons),Xocalı rayonu,,,,,,
67,5.9,Accommodated foreigners in hotels (persons),Xocavənd rayonu,,,,,,
67,5.9,Accommodated foreigners in hotels (persons),Şuşa rayonu,,,,502.8,2.0,985.6
67,5.9,Accommodated foreigners in hotels (persons),Tərtər rayonu,35.3,43.7,17.5,39.0,46.1,80.3
68,5.10,Income of hotels and similar establishments (thousand manats),rayonu,2.0,468.7,1.0,867.0,640.6,807.8
68,5.10,Income of hotels and similar establishments (thousand manats),Ağstafa rayonu,248.8,84.1,57.5,51.4,86.0,111.7
68,5.10,Income of hotels and similar establishments (thousand manats),Gədəbəy rayonu,191.8,155.7,56.4,167.5,163.9,206.6
68,5.10,Income of hotels and similar establishments (thousand manats),Qazax rayonu,644.0,150.9,11.9,21.2,117.9,62.7
68,5.10,Income of hotels and similar establishments (thousand manats),Şəmkir rayonu,528.2,513.8,414.5,429.3,178.7,212.4
68,5.10,Income of hotels and similar establishments (thousand manats),Tovuz rayonu,855.9,962.5,100.3,138.4,525.6,646.2
68,5.10,Income of hotels and similar establishments (thousand manats),rayonu,32.0,345.7,37.0,197.2,14.0,846.5
68,5.10,Income of hotels and similar establishments (thousand manats),Xaçmaz rayonu,5.0,801.2,6.0,487.0,488.7,5.0
68,5.10,Income of hotels and similar establishments (thousand manats),Quba rayonu,12.0,367.4,12.0,715.9,3.0,496.5
68,5.10,Income of hotels and similar establishments (thousand manats),Qusar rayonu,14.0,92.7,14.0,342.3,8.0,869.7
68,5.10,Income of hotels and similar establishments (thousand manats),Siyəzən rayonu,,,,,,
68,5.10,Income of hotels and similar establishments (thousand manats),Şabran rayonu,84.4,3.0,652.0,1.0,991.6,6.0
68,5.10,Income of hotels and similar establishments (thousand manats),rayonu,3.0,139.4,6.0,229.2,3.0,350.2
68,5.10,Income of hotels and similar establishments (thousand manats),Astara rayonu,297.8,292.5,235.4,601.7,895.6,1.0
68,5.10,Income of hotels and similar establishments (thousand manats),Cəlilabad rayonu,42.0,52.3,21.6,74.0,124.2,113.2
68,5.10,Income of hotels and similar establishments (thousand manats),Lənkəran rayonu,1.0,776.6,4.0,263.2,2.0,790.4
68,5.10,Income of hotels and similar establishments (thousand manats),Masallı rayonu,649.7,791.3,302.8,1.0,283.7,991.2
68,5.10,Income of hotels and similar establishments (thousand manats),Yardımlı rayonu,,,,,1.3,51.8
68,5.10,Income of hotels and similar establishments (thousand manats),rayonu,2.0,135.5,2.0,312.5,1.0,49.6
68,5.10,Income of hotels and similar establishments (thousand manats),Mingəçevir şəhəri,1.0,203.3,2.0,36.2,828.3,1.0
68,5.10,Income of hotels and similar establishments (thousand manats),Ağdaş rayonu,19.1,19.8,14.8,17.0,14.3,16.4
68,5.10,Income of hotels and similar establishments (thousand manats),Göyçay rayonu,115.7,109.9,67.8,121.1,257.6,254.4
68,5.10,Income of hotels and similar establishments (thousand manats),Kürdəmir rayonu,752.1,111.3,133.5,184.6,101.8,140.7
68,5.10,Income of hotels and similar establishments (thousand manats),Ucar rayonu,,,,,,
68,5.10,Income of hotels and similar establishments (thousand manats),Yevlax rayonu,,,,,,
68,5.10,Income of hotels and similar establishments (thousand manats),Zərdab rayonu,45.3,35.3,5.2,,,5.3
68,5.10,Income of hotels and similar establishments (thousand manats),rayonu,125.1,154.4,108.0,159.4,260.4,1.0
68,5.10,Income of hotels and similar establishments (thousand manats),Beyləqan rayonu,62.5,81.3,56.4,62.3,69.3,80.7
68,5.10,Income of hotels and similar establishments (thousand manats),İmişli rayonu,14.9,6.9,5.4,3.6,21.7,764.8
68,5.10,Income of hotels and similar establishments (thousand manats),Saatlı rayonu,12.0,12.0,7.0,6.8,,39.4
68,5.10,Income of hotels and similar establishments (thousand manats),Sabirabad rayonu,35.7,54.2,39.2,86.7,169.4,202.2
68,5.10,Income of hotels and similar establishments (thousand manats),rayonu,35.0,450.9,34.0,885.9,11.0,380.0
68,5.10,Income of hotels and similar establishments (thousand manats),Balakən rayonu,323.9,342.3,210.1,144.5,324.3,306.1
68,5.10,Income of hotels and similar establishments (thousand manats),Qax rayonu,938.6,1.0,261.6,406.3,1.0,547.5
68,5.10,Income of hotels and similar establishments (thousand manats),Qəbələ rayonu,32.0,228.3,30.0,919.1,9.0,752.4
68,5.10,Income of hotels and similar establishments (thousand manats),Oğuz rayonu,157.3,250.4,94.8,99.4,109.1,235.5
68,5.10,Income of hotels and similar establishments (thousand manats),Şəki rayonu,1.0,289.4,1.0,621.2,662.6,795.8
68,5.10,Income of hotels and similar establishments (thousand manats),Zaqatala rayonu,513.4,491.3,253.8,340.0,360.8,416.0
68,5.10,Income of hotels and similar establishments (thousand manats),rayonu,,,,,,
68,5.10,Income of hotels and similar establishments (thousand manats),Cəbrayıl rayonu,,,,,,
68,5.10,Income of hotels and similar establishments (thousand manats),Kəlbəcər rayonu,,,,,,
68,5.10,Income of hotels and similar establishments (thousand manats),Qubadlı rayonu,,,,,,
68,5.10,Income of hotels and similar establishments (thousand manats),Laçın rayonu,,,,,,
69,5.10,Income of hotels and similar establishments (thousand manats),Zəngilan rayonu,,,,,,
69,5.10,Income of hotels and similar establishments (thousand manats),rayonu,722.2,403.0,287.0,204.2,276.2,381.7
69,5.10,Income of hotels and similar establishments (thousand manats),Şirvan şəhəri,568.4,264.2,152.0,109.0,127.0,213.8
69,5.10,Income of hotels and similar establishments (thousand manats),Biləsuvar rayonu,86.1,83.0,85.4,41.7,61.4,75.4
69,5.10,Income of hotels and similar establishments (thousand manats),Hacıqabul rayonu,,,,,,
69,5.10,Income of hotels and similar establishments (thousand manats),Neftçala rayonu,,,,,,
69,5.10,Income of hotels and similar establishments (thousand manats),Salyan rayonu,67.7,55.8,49.6,53.5,87.8,92.5
69,5.10,Income of hotels and similar establishments (thousand manats),Ölkə üzrə - c ə m i,277.0,680.5,308.0,342.5,171.0,805.1
69,5.10,Income of hotels and similar establishments (thousand manats),Bakı şəhəri,173.0,127.5,194.0,135.6,98.0,785.4
69,5.10,Income of hotels and similar establishments (thousand manats),Binəqədi rayonu,460.9,1.0,11.8,794.3,575.9,393.6
69,5.10,Income of hotels and similar establishments (thousand manats),Xətai rayonu,1.0,589.3,2.0,177.6,906.2,982.1
69,5.10,Income of hotels and similar establishments (thousand manats),Xəzər rayonu,5.0,201.1,5.0,573.5,4.0,243.3
69,5.10,Income of hotels and similar establishments (thousand manats),Qaradağ rayonu,95.6,73.7,68.6,107.4,155.3,168.1
69,5.10,Income of hotels and similar establishments (thousand manats),Nərimanov rayonu,8.0,148.1,11.0,736.6,6.0,167.4
69,5.10,Income of hotels and similar establishments (thousand manats),Nəsimi rayonu,41.0,487.1,50.0,674.0,29.0,212.7
69,5.10,Income of hotels and similar establishments (thousand manats),Nizami rayonu,1.0,845.1,1.0,522.3,253.9,13.3
69,5.10,Income of hotels and similar establishments (thousand manats),Pirallahı rayonu,,,,,,
69,5.10,Income of hotels and similar establishments (thousand manats),Sabunçu rayonu,1.0,972.2,2.0,825.8,2.0,325.0
69,5.10,Income of hotels and similar establishments (thousand manats),Səbail rayonu,78.0,179.8,82.0,758.2,41.0,612.9
69,5.10,Income of hotels and similar establishments (thousand manats),Suraxanı rayonu,,,,,,104.8
69,5.10,Income of hotels and similar establishments (thousand manats),Yasamal rayonu,34.0,148.3,35.0,782.1,13.0,201.1
69,5.10,Income of hotels and similar establishments (thousand manats),Respublikası,3.0,14.8,2.0,999.3,1.0,49.5
69,5.10,Income of hotels and similar establishments (thousand manats),rayonu,1.0,812.7,2.0,282.7,885.9,1.0
69,5.10,Income of hotels and similar establishments (thousand manats),Sumqayıt şəhəri,1.0,152.1,1.0,450.7,516.2,1.0
69,5.10,Income of hotels and similar establishments (thousand manats),Abşeron rayonu,413.4,541.4,229.5,145.7,265.3,323.8
69,5.10,Income of hotels and similar establishments (thousand manats),Xızı rayonu,247.2,290.6,140.2,134.1,205.7,271.1
69,5.10,Income of hotels and similar establishments (thousand manats),iqtisadi rayonu,3.0,854.6,5.0,657.5,2.0,564.2
69,5.10,Income of hotels and similar establishments (thousand manats),Ağsu rayonu,14.5,17.3,18.1,20.3,20.0,22.6
69,5.10,Income of hotels and similar establishments (thousand manats),İsmayıllı rayonu,660.1,764.5,169.4,380.6,2.0,501.9
69,5.10,Income of hotels and similar establishments (thousand manats),Qobustan rayonu,,,,,,
69,5.10,Income of hotels and similar establishments (thousand manats),Şamaxı rayonu,3.0,180.0,4.0,875.7,2.0,376.7
69,5.10,Income of hotels and similar establishments (thousand manats),iqtisadi rayonu,12.0,463.2,13.0,284.3,8.0,159.6
69,5.10,Income of hotels and similar establishments (thousand manats),Gəncə şəhəri,2.0,206.3,2.0,134.7,743.7,1.0
69,5.10,Income of hotels and similar establishments (thousand manats),Naftalan şəhəri,10.0,166.8,10.0,958.2,7.0,395.8
69,5.10,Income of hotels and similar establishments (thousand manats),Daşkəsən rayonu,9.4,14.5,9.4,6.5,,46.0
69,5.10,Income of hotels and similar establishments (thousand manats),Goranboy rayonu,25.1,28.5,3.0,16.3,220.0,292.5
69,5.10,Income of hotels and similar establishments (thousand manats),Göygöl rayonu,55.6,148.4,7.7,139.4,188.5,1.0
69,5.10,Income of hotels and similar establishments (thousand manats),Samux rayonu,,,,,,
70,5.11,Expenditures of hotels and similar establishments (thousand manats),rayonu,73.1,135.6,122.3,892.6,2.0,986.8
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Xankəndi şəhəri,,,,,,
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Ağcabədi rayonu,8.5,38.2,45.6,78.0,125.3,281.2
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Ağdam rayonu,,,,,,
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Ağdərə rayonu,,,,,,
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Bərdə rayonu,42.8,67.7,56.7,102.4,122.0,141.9
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Füzuli rayonu,,,,,,
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Xocalı rayonu,,,,,,
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Xocavənd rayonu,,,,,,
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Şuşa rayonu,,,,680.2,2.0,696.0
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Tərtər rayonu,21.8,29.7,20.0,32.0,43.5,52.7
70,5.11,Expenditures of hotels and similar establishments (thousand manats),iqtisadi rayonu,2.0,230.6,2.0,65.4,787.1,980.3
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Ağstafa rayonu,74.2,60.3,55.5,58.6,68.4,78.4
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Gədəbəy rayonu,155.0,128.6,74.1,169.7,167.3,181.3
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Qazax rayonu,541.0,238.9,56.0,34.0,80.1,120.2
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Şəmkir rayonu,539.3,587.1,436.3,453.4,305.2,303.0
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Tovuz rayonu,921.1,1.0,50.5,165.2,264.6,597.9
70,5.11,Expenditures of hotels and similar establishments (thousand manats),iqtisadi rayonu,40.0,733.3,43.0,635.3,30.0,786.1
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Xaçmaz rayonu,5.0,959.7,6.0,394.4,1.0,519.4
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Quba rayonu,11.0,247.4,10.0,718.9,5.0,376.3
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Qusar rayonu,23.0,461.1,22.0,885.4,17.0,32.1
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Siyəzən rayonu,,,,,,
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Şabran rayonu,65.1,3.0,636.6,6.0,858.3,5.0
70,5.11,Expenditures of hotels and similar establishments (thousand manats),iqtisadi rayonu,2.0,597.3,6.0,881.7,8.0,10.6
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Astara rayonu,223.6,221.3,163.0,391.6,818.0,1.0
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Cəlilabad rayonu,36.9,45.8,13.2,55.3,88.2,90.4
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Lerik rayonu,122.3,178.8,,67.9,1.0,155.5
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Lənkəran rayonu,1.0,863.8,5.0,978.6,7.0,479.0
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Masallı rayonu,350.7,457.2,355.4,722.8,561.0,1.0
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Yardımlı rayonu,,,,,0.9,27.4
70,5.11,Expenditures of hotels and similar establishments (thousand manats),iqtisadi rayonu,2.0,365.0,2.0,509.2,1.0,867.3
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Mingəçevir şəhəri,1.0,633.0,2.0,299.8,1.0,667.1
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Ağdaş rayonu,12.5,15.5,15.6,15.4,15.5,17.9
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Göyçay rayonu,91.0,89.8,66.2,113.2,233.5,235.3
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Kürdəmir rayonu,620.1,87.4,109.6,147.0,109.0,132.6
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Ucar rayonu,,,,,,
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Yevlax rayonu,,,,,,
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Zərdab rayonu,8.4,16.7,8.8,,,4.2
70,5.11,Expenditures of hotels and similar establishments (thousand manats),rayonu,95.4,126.9,89.4,119.0,187.8,1.0
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Beyləqan rayonu,31.6,50.6,44.3,52.8,53.2,58.1
70,5.11,Expenditures of hotels and similar establishments (thousand manats),İmişli rayonu,15.1,11.6,9.6,13.8,70.4,910.9
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Saatlı rayonu,11.1,11.1,6.4,6.4,0.0,149.1
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Sabirabad rayonu,37.6,53.6,29.1,46.0,64.2,71.5
70,5.11,Expenditures of hotels and similar establishments (thousand manats),iqtisadi rayonu,34.0,614.2,34.0,227.4,18.0,372.8
70,5.11,Expenditures of hotels and similar establishments (thousand manats),Balakən rayonu,336.4,346.2,205.9,212.9,535.2,767.5
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Qax rayonu,495.7,606.6,324.8,718.9,1.0,292.6
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Qəbələ rayonu,31.0,853.2,31.0,101.4,16.0,764.8
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Oğuz rayonu,134.0,190.6,92.2,68.4,98.6,132.2
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Şəki rayonu,1.0,337.0,1.0,577.9,714.0,619.3
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Zaqatala rayonu,457.9,404.7,271.1,274.4,326.0,361.9
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Cəbrayıl rayonu,,,,,,
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Kəlbəcər rayonu,,,,,,
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Qubadlı rayonu,,,,,,
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Laçın rayonu,,,,,,
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Zəngilan rayonu,,,,,,
71,5.11,Expenditures of hotels and similar establishments (thousand manats),iqtisadi rayonu,698.8,401.6,324.9,265.5,308.1,354.4
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Şirvan şəhəri,563.8,274.9,198.9,170.1,177.3,213.4
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Biləsuvar rayonu,74.9,71.1,77.4,42.2,55.3,59.4
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Hacıqabul rayonu,,,,,,
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Neftçala rayonu,,,,,,
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Salyan rayonu,60.1,55.6,48.6,53.2,75.5,81.6
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Ölkə üzrə - c ə m i,11.0,407.0,12.0,481.0,10.0,731.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Bakı şəhəri,5.0,232.0,5.0,696.0,5.0,665.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Binəqədi rayonu,85.0,139.0,131.0,92.0,67.0,67.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Xətai rayonu,161.0,193.0,188.0,108.0,112.0,177.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Xəzər rayonu,272.0,317.0,313.0,510.0,352.0,387.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Qaradağ rayonu,17.0,21.0,18.0,23.0,19.0,20.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Nərimanov rayonu,459.0,643.0,638.0,1.0,57.0,1.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Nəsimi rayonu,1.0,84.0,1.0,121.0,1.0,109.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Nizami rayonu,97.0,128.0,125.0,9.0,,46.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Pirallahı rayonu,,,,,,
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Sabunçu rayonu,48.0,83.0,79.0,114.0,175.0,96.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Səbail rayonu,1.0,823.0,2.0,158.0,2.0,162.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Suraxanı rayonu,,,,,7.0,8.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Yasamal rayonu,1.0,186.0,893.0,902.0,434.0,495.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Respublikası,315.0,321.0,284.0,270.0,253.0,332.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),rayonu,283.0,360.0,214.0,314.0,334.0,295.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Sumqayıt şəhəri,146.0,218.0,113.0,265.0,281.0,207.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Abşeron rayonu,111.0,116.0,77.0,29.0,31.0,47.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Xızı rayonu,26.0,26.0,24.0,20.0,22.0,41.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),iqtisadi rayonu,446.0,455.0,308.0,376.0,450.0,573.0
71,5.11,Expenditures of hotels and similar establishments (thousand manats),Ağsu rayonu,4.0,4.0,4.0,4.0,4.0,4.0
72,5.12,Number of employees in hotels (persons),İsmayıllı rayonu,92.0,110.0,26.0,85.0,159.0,262.0
72,5.12,Number of employees in hotels (persons),Qobustan rayonu,,,,,,
72,5.12,Number of employees in hotels (persons),Şamaxı rayonu,350.0,341.0,278.0,287.0,287.0,307.0
72,5.12,Number of employees in hotels (persons),iqtisadi rayonu,548.0,659.0,646.0,572.0,597.0,834.0
72,5.12,Number of employees in hotels (persons),Gəncə şəhəri,136.0,177.0,189.0,160.0,162.0,181.0
72,5.12,Number of employees in hotels (persons),Naftalan şəhəri,383.0,461.0,447.0,393.0,418.0,533.0
72,5.12,Number of employees in hotels (persons),Daşkəsən rayonu,2.0,2.0,2.0,2.0,,11.0
72,5.12,Number of employees in hotels (persons),Goranboy rayonu,8.0,9.0,5.0,8.0,8.0,23.0
72,5.12,Number of employees in hotels (persons),Göygöl rayonu,19.0,10.0,3.0,9.0,9.0,86.0
72,5.12,Number of employees in hotels (persons),Samux rayonu,,,,,,
72,5.12,Number of employees in hotels (persons),rayonu,16.0,24.0,25.0,90.0,117.0,134.0
72,5.12,Number of employees in hotels (persons),Xankəndi şəhəri,,,,,,
72,5.12,Number of employees in hotels (persons),Ağcabədi rayonu,3.0,11.0,11.0,12.0,12.0,16.0
72,5.12,Number of employees in hotels (persons),Ağdam rayonu,,,,,,
72,5.12,Number of employees in hotels (persons),Ağdərə rayonu,,,,,,
72,5.12,Number of employees in hotels (persons),Bərdə rayonu,9.0,9.0,8.0,7.0,6.0,6.0
72,5.12,Number of employees in hotels (persons),Füzuli rayonu,,,,,,
72,5.12,Number of employees in hotels (persons),Tərtər rayonu,4.0,4.0,6.0,5.0,8.0,8.0
72,5.12,Number of employees in hotels (persons),rayonu,176.0,194.0,157.0,147.0,145.0,129.0
72,5.12,Number of employees in hotels (persons),Ağstafa rayonu,13.0,13.0,13.0,12.0,12.0,12.0
72,5.12,Number of employees in hotels (persons),Gədəbəy rayonu,16.0,21.0,7.0,23.0,25.0,25.0
72,5.12,Number of employees in hotels (persons),Qazax rayonu,15.0,15.0,15.0,15.0,15.0,15.0
72,5.12,Number of employees in hotels (persons),Şəmkir rayonu,48.0,56.0,53.0,52.0,49.0,32.0
72,5.12,Number of employees in hotels (persons),Tovuz rayonu,84.0,89.0,69.0,45.0,44.0,45.0
72,5.12,Number of employees in hotels (persons),rayonu,1.0,826.0,1.0,942.0,1.0,294.0
72,5.12,Number of employees in hotels (persons),Xaçmaz rayonu,619.0,714.0,122.0,540.0,635.0,688.0
72,5.12,Number of employees in hotels (persons),Quba rayonu,300.0,455.0,415.0,614.0,847.0,894.0
72,5.12,Number of employees in hotels (persons),Qusar rayonu,901.0,518.0,520.0,549.0,618.0,670.0
72,5.12,Number of employees in hotels (persons),Siyəzən rayonu,,,,,,
72,5.12,Number of employees in hotels (persons),Şabran rayonu,6.0,255.0,237.0,223.0,259.0,410.0
72,5.12,Number of employees in hotels (persons),iqtisadi rayonu,474.0,721.0,556.0,623.0,758.0,891.0
72,5.12,Number of employees in hotels (persons),Astara rayonu,25.0,28.0,21.0,19.0,160.0,169.0
72,5.12,Number of employees in hotels (persons),Cəlilabad rayonu,9.0,10.0,10.0,10.0,12.0,12.0
72,5.12,Number of employees in hotels (persons),Lerik rayonu,42.0,42.0,,39.0,43.0,105.0
72,5.12,Number of employees in hotels (persons),Lənkəran rayonu,277.0,505.0,463.0,399.0,406.0,459.0
72,5.12,Number of employees in hotels (persons),Masallı rayonu,121.0,136.0,62.0,156.0,136.0,143.0
