feature,importance
Otel,0.3309608835400747
Doga_Alani,0.12236824951774439
Ulasim,0.10316435317829553
Tarihi_Anit,0.10272142848498582
Destinasyon,0.10049405986213782
Diger_Tesis,0.09052778018945246
Turizm_Bolgesi,0.08073613113343509
Kultur_Merkezi,0.06902711409387428
