rayon,year,value
Səbail rayonu,2024,192323.9
Suraxanı rayonu,2007,629.3
Suraxanı rayonu,2008,654.2
Suraxanı rayonu,2009,32.4
Suraxanı rayonu,2010,138.1
Suraxanı rayonu,2022,55.2
Suraxanı rayonu,2023,125.2
Suraxanı rayonu,2024,180.0
Yasamal rayonu,2006,35688.2
Yasamal rayonu,2007,35747.1
Yasamal rayonu,2008,36447.0
Yasamal rayonu,2009,28189.3
Yasamal rayonu,2010,30285.9
Yasamal rayonu,2011,32948.5
Yasamal rayonu,2012,36071.8
Yasamal rayonu,2013,42250.2
Yasamal rayonu,2014,28277.8
Yasamal rayonu,2015,26592.7
Yasamal rayonu,2016,15482.6
Yasamal rayonu,2017,14043.9
Yasamal rayonu,2018,35905.2
Yasamal rayonu,2019,38184.7
Yasamal rayonu,2020,7081.9
Yasamal rayonu,2021,14031.6
Yasamal rayonu,2022,18379.1
Yasamal rayonu,2023,12885.9
Yasamal rayonu,2024,17976.5
Abşeron iqtisadi rayonu,2006,689.3
Abşeron iqtisadi rayonu,2007,659.3000000000001
Abşeron iqtisadi rayonu,2008,957.0
Abşeron iqtisadi rayonu,2009,969.3
Abşeron iqtisadi rayonu,2010,840.8000000000001
Abşeron iqtisadi rayonu,2011,3191.8
Abşeron iqtisadi rayonu,2012,11451.199999999999
Abşeron iqtisadi rayonu,2013,918.8000000000001
Abşeron iqtisadi rayonu,2014,1051.7
Abşeron iqtisadi rayonu,2015,1315.9
Abşeron iqtisadi rayonu,2016,1478.0
Abşeron iqtisadi rayonu,2017,1664.7
Abşeron iqtisadi rayonu,2018,2268.8999999999996
Abşeron iqtisadi rayonu,2019,2666.1
Abşeron iqtisadi rayonu,2020,970.0999999999999
Abşeron iqtisadi rayonu,2021,1871.6000000000001
Abşeron iqtisadi rayonu,2022,1965.3000000000002
Abşeron iqtisadi rayonu,2023,2421.3
Abşeron iqtisadi rayonu,2024,2597.7
Sumqayıt şəhəri,2006,44.4
Sumqayıt şəhəri,2007,80.4
Sumqayıt şəhəri,2008,374.2
Sumqayıt şəhəri,2009,473.2
Sumqayıt şəhəri,2010,424.3
Sumqayıt şəhəri,2011,2688.4
Sumqayıt şəhəri,2012,10855.4
Sumqayıt şəhəri,2013,372.0
Sumqayıt şəhəri,2014,438.5
Sumqayıt şəhəri,2015,468.1
Sumqayıt şəhəri,2016,709.0
Sumqayıt şəhəri,2017,737.9
Sumqayıt şəhəri,2018,1599.0
Sumqayıt şəhəri,2019,1783.4
Sumqayıt şəhəri,2020,651.5
Sumqayıt şəhəri,2021,1627.9
Sumqayıt şəhəri,2022,1587.7
Sumqayıt şəhəri,2023,1762.8
Sumqayıt şəhəri,2024,1836.8
Abşeron rayonu,2006,538.3
Abşeron rayonu,2007,450.3
Abşeron rayonu,2008,450.3
Abşeron rayonu,2009,374.8
Abşeron rayonu,2010,341.8
Abşeron rayonu,2011,430.3
Abşeron rayonu,2012,509.8
Abşeron rayonu,2013,458.6
Abşeron rayonu,2014,523.9
Abşeron rayonu,2015,656.6
Abşeron rayonu,2016,567.0
Abşeron rayonu,2017,768.4
Abşeron rayonu,2018,540.2
Abşeron rayonu,2019,745.8
Abşeron rayonu,2020,215.3
Abşeron rayonu,2021,145.9
Abşeron rayonu,2022,299.2
Abşeron rayonu,2023,408.2
Abşeron rayonu,2024,457.2
Xızı rayonu,2006,106.6
Xızı rayonu,2007,128.6
Xızı rayonu,2008,132.5
Xızı rayonu,2009,121.3
Xızı rayonu,2010,74.7
Xızı rayonu,2011,73.1
Xızı rayonu,2012,86.0
Xızı rayonu,2013,88.2
Xızı rayonu,2014,89.3
Xızı rayonu,2015,191.2
Xızı rayonu,2016,202.0
Xızı rayonu,2017,158.4
Xızı rayonu,2018,129.7
Xızı rayonu,2019,136.9
Xızı rayonu,2020,103.3
Xızı rayonu,2021,97.8
Xızı rayonu,2022,78.4
Xızı rayonu,2023,250.3
Xızı rayonu,2024,303.7
Dağlıq Şirvan iqtisadi rayonu,2006,248.7
Dağlıq Şirvan iqtisadi rayonu,2007,461.4
Dağlıq Şirvan iqtisadi rayonu,2008,485.90000000000003
Dağlıq Şirvan iqtisadi rayonu,2009,1174.8
Dağlıq Şirvan iqtisadi rayonu,2010,698.8
Dağlıq Şirvan iqtisadi rayonu,2011,1115.1
Dağlıq Şirvan iqtisadi rayonu,2012,1058.9
Dağlıq Şirvan iqtisadi rayonu,2013,803.9
Dağlıq Şirvan iqtisadi rayonu,2014,1755.5
Dağlıq Şirvan iqtisadi rayonu,2015,1792.4
Dağlıq Şirvan iqtisadi rayonu,2016,1728.1999999999998
Dağlıq Şirvan iqtisadi rayonu,2017,2298.5
Dağlıq Şirvan iqtisadi rayonu,2018,4335.6
Dağlıq Şirvan iqtisadi rayonu,2019,6735.7
Dağlıq Şirvan iqtisadi rayonu,2020,2579.1000000000004
Dağlıq Şirvan iqtisadi rayonu,2021,6244.5
Dağlıq Şirvan iqtisadi rayonu,2022,9717.2
Dağlıq Şirvan iqtisadi rayonu,2023,13374.8
Dağlıq Şirvan iqtisadi rayonu,2024,12493.800000000001
Ağsu rayonu,2006,2.1
Ağsu rayonu,2007,2.5
Ağsu rayonu,2008,5.6
Ağsu rayonu,2009,5.2
Ağsu rayonu,2012,4.6
Ağsu rayonu,2013,5.4
Ağsu rayonu,2014,5.7
Ağsu rayonu,2015,6.7
Ağsu rayonu,2016,4.8
Ağsu rayonu,2017,12.0
Ağsu rayonu,2018,15.7
Ağsu rayonu,2019,18.9
Ağsu rayonu,2020,20.3
Ağsu rayonu,2021,22.2
Ağsu rayonu,2022,26.9
Ağsu rayonu,2023,30.4
Ağsu rayonu,2024,31.6
İsmayıllı rayonu,2006,19.5
İsmayıllı rayonu,2007,8.7
İsmayıllı rayonu,2008,10.2
İsmayıllı rayonu,2009,254.3
İsmayıllı rayonu,2010,291.3
İsmayıllı rayonu,2011,350.0
İsmayıllı rayonu,2012,278.5
İsmayıllı rayonu,2013,281.9
İsmayıllı rayonu,2014,599.4
İsmayıllı rayonu,2015,576.7
İsmayıllı rayonu,2016,324.3
İsmayıllı rayonu,2017,566.5
İsmayıllı rayonu,2018,864.7
İsmayıllı rayonu,2019,1062.3
İsmayıllı rayonu,2020,211.5
İsmayıllı rayonu,2021,572.3
İsmayıllı rayonu,2022,3162.3
İsmayıllı rayonu,2023,6889.1
İsmayıllı rayonu,2024,5342.6
Şamaxı rayonu,2006,227.1
Şamaxı rayonu,2007,450.2
Şamaxı rayonu,2008,470.1
Şamaxı rayonu,2009,915.3
Şamaxı rayonu,2010,407.5
Şamaxı rayonu,2011,765.1
Şamaxı rayonu,2012,775.8
Şamaxı rayonu,2013,516.6
Şamaxı rayonu,2014,1150.4
Şamaxı rayonu,2015,1209.0
Şamaxı rayonu,2016,1399.1
Şamaxı rayonu,2017,1720.0
Şamaxı rayonu,2018,3455.2
Şamaxı rayonu,2019,5654.5
Şamaxı rayonu,2020,2347.3
Şamaxı rayonu,2021,5650.0
Şamaxı rayonu,2022,6528.0
Şamaxı rayonu,2023,6455.3
Şamaxı rayonu,2024,7119.6
Gəncə-Daşkəsən iqtisadi rayonu,2006,679.9
Gəncə-Daşkəsən iqtisadi rayonu,2007,171.1
Gəncə-Daşkəsən iqtisadi rayonu,2008,742.3000000000001
Gəncə-Daşkəsən iqtisadi rayonu,2009,1109.2
Gəncə-Daşkəsən iqtisadi rayonu,2010,965.6999999999998
Gəncə-Daşkəsən iqtisadi rayonu,2011,4340.3
Gəncə-Daşkəsən iqtisadi rayonu,2012,4746.1
Gəncə-Daşkəsən iqtisadi rayonu,2013,5313.899999999999
Gəncə-Daşkəsən iqtisadi rayonu,2014,7727.6
Gəncə-Daşkəsən iqtisadi rayonu,2015,9298.6
Gəncə-Daşkəsən iqtisadi rayonu,2016,6094.0
Gəncə-Daşkəsən iqtisadi rayonu,2017,8490.2
Gəncə-Daşkəsən iqtisadi rayonu,2018,14909.899999999998
Gəncə-Daşkəsən iqtisadi rayonu,2019,15120.3
Gəncə-Daşkəsən iqtisadi rayonu,2020,3633.9999999999995
Gəncə-Daşkəsən iqtisadi rayonu,2021,6430.299999999999
Gəncə-Daşkəsən iqtisadi rayonu,2022,11341.7
Gəncə-Daşkəsən iqtisadi rayonu,2023,17902.9
Gəncə-Daşkəsən iqtisadi rayonu,2024,25121.299999999996
Gəncə  şəhəri,2006,115.5
Gəncə  şəhəri,2007,161.4
Gəncə  şəhəri,2008,440.1
Gəncə  şəhəri,2009,783.1
Gəncə  şəhəri,2010,657.3
Gəncə  şəhəri,2011,732.9
Gəncə  şəhəri,2012,817.0
Gəncə  şəhəri,2013,1116.5
Gəncə  şəhəri,2014,840.2
Gəncə  şəhəri,2015,1709.5
Gəncə  şəhəri,2016,2106.0
Gəncə  şəhəri,2017,2689.4
Gəncə  şəhəri,2018,2488.0
Gəncə  şəhəri,2019,2416.8
Gəncə  şəhəri,2020,712.5
Gəncə  şəhəri,2021,1029.5
