rayon,year,capacity,rooms,nights,nights_domestic,nights_foreign,guests,guests_domestic,guests_foreign,revenue,expense,employees,economic_region,area_sqkm,hotel_density,revenue_per_capacity,revenue_per_guest,expense_per_guest,avg_stay,occupancy_proxy,emp_per_capacity,foreign_tourist_ratio,domestic_tourist_ratio,profit,profit_per_capacity,foreign_night_ratio
Xətai rayonu,2009,246.0,96.0,17070.0,2760.0,14310.0,5649.0,1502.0,4147.0,548.7,325.0,39.0,Baku,,0.0,2.2304878048780488,0.09713223579394584,0.05753230660293857,3.021773765268189,0.19011025726695624,0.15853658536585366,0.7341122322534962,0.2658877677465038,223.70000000000005,0.9093495934959351,0.8383128295254832
Xəzər rayonu,2009,1567.0,768.0,213747.0,193215.0,,,11117.0,15778.0,9780.6,5491.2,627.0,Baku,,0.0,6.241608168474793,0.0,0.0,0.0,0.37371296692921646,0.40012763241863436,0.0,0.0,4289.400000000001,2.737332482450543,0.0
Yardımlı rayonu,2009,30.0,21.0,,,,,,,,,2.0,Lankaran-Astara,,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
Yasamal rayonu,2009,697.0,603.0,239347.0,27208.0,212139.0,67505.0,11148.0,56357.0,28189.3,32298.0,808.0,Baku,,0.0,40.443758967001436,0.4175883267906081,0.4784534478927487,3.545618843048663,0.9408109117352254,1.1592539454806312,0.8348566772831643,0.1651433227168358,-4108.700000000001,-5.894835007173602,0.8863240399921453
Yevlax rayonu,2009,173.0,87.0,,,,,,,,,2.0,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.011560693641618497,0.0,0.0,0.0,0.0,0.0
Zaqatala rayonu,2009,357.0,155.0,4514.0,4059.0,455.0,3844.0,3463.0,381.0,237.8,221.5,47.0,Sheki-Zagatala,,0.0,0.6661064425770309,0.061862643080124874,0.057622268470343393,1.1742976066597295,0.03464180192624995,0.13165266106442577,0.09911550468262227,0.9008844953173777,16.30000000000001,0.04565826330532216,0.10079751883030572
Zərdab rayonu,2009,20.0,11.0,241.0,239.0,2.0,167.0,165.0,2.0,8.3,15.6,9.0,Central Aran,,0.0,0.41500000000000004,0.04970059880239521,0.09341317365269461,1.4431137724550898,0.033013698630136985,0.45,0.011976047904191617,0.9880239520958084,-7.299999999999999,-0.36499999999999994,0.008298755186721992
İmişli rayonu,2009,20.0,7.0,617.0,617.0,,617.0,617.0,113.0,7.4,3.2,2.0,Mil-Mughan,,0.0,0.37,0.011993517017828201,0.0051863857374392225,1.0,0.08452054794520548,0.1,0.18314424635332252,1.0,4.2,0.21000000000000002,0.0
İsmayıllı rayonu,2009,558.0,241.0,8077.0,7997.0,80.0,5105.0,5025.0,80.0,254.3,181.2,91.0,Mountainous Shirvan,,0.0,0.45573476702508964,0.049813907933398634,0.035494613124387855,1.5821743388834475,0.0396572887514116,0.16308243727598568,0.015670910871694418,0.9843290891283056,73.10000000000002,0.13100358422939073,0.009904667574594527
Şabran rayonu,2009,97.0,47.0,1713.0,1713.0,,950.0,950.0,,74.0,60.5,18.0,Guba-Khachmaz,,0.0,0.7628865979381443,0.07789473684210527,0.06368421052631579,1.803157894736842,0.0483829967518712,0.18556701030927836,0.0,1.0,13.5,0.13917525773195877,0.0
Şamaxı rayonu,2009,638.0,300.0,27263.0,27263.0,,6646.0,6646.0,,915.3,327.5,118.0,Mountainous Shirvan,,0.0,1.4346394984326019,0.13772193800782426,0.04927776105928378,4.102166716822149,0.11707390389487697,0.18495297805642633,0.0,1.0,587.8,0.9213166144200626,0.0
Şirvan şəhəri,2009,128.0,56.0,15739.0,15561.0,178.0,1465.0,1326.0,139.0,21.8,28.6,15.0,,,0.0,0.1703125,0.014880546075085325,0.0195221843003413,10.743344709897611,0.3368792808219178,0.1171875,0.09488054607508532,0.9051194539249147,-6.800000000000001,-0.053125000000000006,0.011309485990215388
Şirvan-Salyan iqtisadi rayonu,2009,409.0,210.0,16161.0,15983.0,178.0,1784.0,1645.0,139.0,35.3,38.8,21.0,,1916.78295505,0.2133783582134009,0.08630806845965769,0.019786995515695065,0.021748878923766816,9.058856502242152,0.1082560203637338,0.05134474327628362,0.07791479820627803,0.922085201793722,-3.5,-0.008557457212713936,0.011014169915228017
Şəki rayonu,2009,566.0,265.0,21993.0,20062.0,1931.0,5985.0,4199.0,1786.0,449.7,507.4,150.0,,,0.0,0.7945229681978798,0.07513784461152882,0.08477861319966583,3.67468671679198,0.10645723413524372,0.26501766784452296,0.2984126984126984,0.7015873015873015,-57.69999999999999,-0.10194346289752648,0.08780066384758786
Şəki-Zaqatala iqtisadi rayonu,2009,2180.0,966.0,67865.0,60131.0,7734.0,27712.0,24421.0,3291.0,2099.4,2106.2,393.0,,,0.0,0.9630275229357799,0.07575779445727483,0.07600317551963048,2.448939087759815,0.08528968204097022,0.18027522935779816,0.11875721709006928,0.8812427829099307,-6.799999999999727,-0.0031192660550457465,0.11396154129521845
Şəmkir rayonu,2009,36.0,24.0,444.0,403.0,41.0,230.0,197.0,33.0,28.3,10.7,7.0,Gazakh-Tovuz,,0.0,0.7861111111111111,0.12304347826086957,0.04652173913043478,1.9304347826086956,0.033789954337899546,0.19444444444444445,0.14347826086956522,0.8565217391304348,17.6,0.48888888888888893,0.09234234234234234
Abşeron iqtisadi rayonu,2010,1305.0,561.0,9148.0,5836.0,3312.0,4827.0,3989.0,838.0,840.8000000000001,956.0000000000001,208.0,,,0.0,0.6442911877394637,0.1741868655479594,0.19805262067536775,1.895172985291071,0.019205374481708917,0.15938697318007664,0.17360679511083488,0.8263932048891651,-115.20000000000005,-0.08827586206896555,0.3620463489287276
Abşeron rayonu,2010,265.0,178.0,2746.0,2436.0,310.0,1919.0,1821.0,98.0,341.8,329.1,119.0,Absheron,,0.0,1.289811320754717,0.1781136008337676,0.17149557060969256,1.4309536216779573,0.028389764797105196,0.4490566037735849,0.05106826472120896,0.948931735278791,12.699999999999989,0.04792452830188675,0.11289147851420248
Astara rayonu,2010,244.0,108.0,3425.0,1727.0,1698.0,3059.0,1629.0,1430.0,103.4,64.1,25.0,Lankaran-Astara,461.5057835,0.528704100194662,0.4237704918032787,0.033801896044458976,0.020954560313828047,1.1196469434455705,0.03845721985178532,0.10245901639344263,0.4674730304020922,0.5325269695979078,39.30000000000001,0.16106557377049185,0.49576642335766424
Ağcabədi rayonu,2010,60.0,30.0,265.0,265.0,,265.0,265.0,,2.7,2.5,2.0,Karabakh,,0.0,0.045000000000000005,0.010188679245283019,0.009433962264150943,1.0,0.012100456621004566,0.03333333333333333,0.0,1.0,0.20000000000000018,0.003333333333333336,0.0
Ağdaş rayonu,2010,8.0,5.0,,,,,,,,19.5,1.0,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
Ağstafa rayonu,2010,74.0,34.0,2339.0,2196.0,143.0,2186.0,2045.0,141.0,31.7,30.0,10.0,Gazakh-Tovuz,,0.0,0.4283783783783784,0.014501372369624885,0.013723696248856358,1.0699908508691673,0.08659755646057016,0.13513513513513514,0.06450137236962489,0.9354986276303752,1.6999999999999993,0.022972972972972964,0.061137238135955535
Ağsu rayonu,2010,81.0,45.0,,,,,,,,,4.0,Mountainous Shirvan,,0.0,0.0,0.0,0.0,0.0,0.0,0.04938271604938271,0.0,0.0,0.0,0.0,0.0
Bakı şəhəri,2010,10040.0,5471.0,799607.0,401912.0,397695.0,230377.0,72877.0,157500.0,79864.6,64326.0,3194.0,,,0.0,7.954641434262949,0.346669155341028,0.27922058191572946,3.470862976772855,0.21819762047699612,0.31812749003984064,0.6836619975084318,0.3163380024915682,15538.600000000006,1.547669322709164,0.4973630796128598
Balakən rayonu,2010,48.0,24.0,582.0,582.0,,582.0,582.0,,9.4,10.6,3.0,Sheki-Zagatala,,0.0,0.19583333333333333,0.016151202749140895,0.018213058419243984,1.0,0.03321917808219178,0.0625,0.0,1.0,-1.1999999999999993,-0.024999999999999984,0.0
Beyləqan rayonu,2010,39.0,17.0,615.0,615.0,,240.0,240.0,,12.8,6.9,2.0,Mil-Mughan,,0.0,0.3282051282051282,0.05333333333333334,0.02875,2.5625,0.04320337197049526,0.05128205128205128,0.0,1.0,5.9,0.1512820512820513,0.0
Biləsuvar rayonu,2010,102.0,45.0,337.0,337.0,,166.0,166.0,,9.6,7.1,5.0,,,0.0,0.09411764705882353,0.057831325301204814,0.04277108433734939,2.0301204819277108,0.00905183991404781,0.049019607843137254,0.0,1.0,2.5,0.024509803921568627,0.0
Binəqədi rayonu,2010,747.0,311.0,26315.0,11420.0,14895.0,4209.0,1724.0,2485.0,1598.7,2041.7,197.0,Baku,,0.0,2.1401606425702813,0.3798289379900214,0.48507959135186507,6.25207887859349,0.09651390951935596,0.2637215528781794,0.5904015205511998,0.4095984794488002,-443.0,-0.5930388219544847,0.5660269808094243
Bərdə rayonu,2010,108.0,75.0,,,,,,,,,2.0,Karabakh,,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0
Cəlilabad rayonu,2010,126.0,67.0,1717.0,1577.0,140.0,648.0,591.0,57.0,17.9,17.7,11.0,Lankaran-Astara,,0.0,0.14206349206349206,0.027623456790123454,0.027314814814814813,2.6496913580246915,0.03733420308762774,0.0873015873015873,0.08796296296296297,0.9120370370370371,0.1999999999999993,0.0015873015873015817,0.081537565521258
Dağlıq Şirvan iqtisadi rayonu,2010,1255.0,553.0,10047.0,9874.0,173.0,6112.0,5994.0,118.0,698.8,519.3,215.0,,,0.0,0.556812749003984,0.11433246073298428,0.08496400523560209,1.643815445026178,0.02193308955956994,0.17131474103585656,0.01930628272251309,0.9806937172774869,179.5,0.14302788844621514,0.017219070369264455
Goranboy rayonu,2010,69.0,35.0,2765.0,2765.0,,1230.0,1230.0,,73.3,20.8,7.0,Ganja-Dashkasan,1837.87389756,0.037543381018472405,1.0623188405797102,0.05959349593495935,0.016910569105691057,2.247967479674797,0.10978757196744093,0.10144927536231885,0.0,1.0,52.5,0.7608695652173914,0.0
Göygöl rayonu,2010,110.0,39.0,2060.0,2060.0,,1675.0,1675.0,,73.8,41.8,9.0,,,0.0,0.6709090909090909,0.04405970149253731,0.024955223880597014,1.2298507462686568,0.05130759651307597,0.08181818181818182,0.0,1.0,32.0,0.2909090909090909,0.0
Göyçay rayonu,2010,27.0,12.0,850.0,697.0,153.0,765.0,632.0,133.0,7.8,6.9,3.0,Central Aran,,0.0,0.28888888888888886,0.01019607843137255,0.009019607843137255,1.1111111111111112,0.08625063419583967,0.1111111111111111,0.1738562091503268,0.8261437908496732,0.8999999999999995,0.03333333333333331,0.18
Gədəbəy rayonu,2010,223.0,103.0,1514.0,1440.0,74.0,794.0,744.0,50.0,72.6,46.3,21.0,Ganja-Dashkasan,,0.0,0.3255605381165919,0.09143576826196473,0.05831234256926952,1.906801007556675,0.018600651145647767,0.09417040358744394,0.06297229219143577,0.9370277078085643,26.299999999999997,0.11793721973094169,0.0488771466314399
Gəncə  şəhəri,2010,956.0,511.0,8594.0,7533.0,1061.0,8036.0,6975.0,1061.0,657.3,598.2,71.0,,,0.0,0.68755230125523,0.081794425087108,0.0744400199104032,1.069437531110005,0.024628876024531437,0.07426778242677824,0.13203086112493778,0.8679691388750622,59.09999999999991,0.061820083682008274,0.1234582266697696
Gəncə-Daşkəsən iqtisadi rayonu,2010,1245.0,676.0,20252.0,18301.0,1951.0,11569.0,10435.0,1134.0,965.6999999999998,816.4,120.0,,,0.0,0.7756626506024095,0.08347307459590282,0.0705678969660299,1.7505402368398306,0.0445662100456621,0.0963855421686747,0.09802057221886075,0.9019794277811393,149.29999999999984,0.11991967871485931,0.09633616432944894
Kürdəmir rayonu,2010,194.0,87.0,15731.0,15650.0,81.0,4331.0,4250.0,81.0,339.2,272.5,20.0,Central Aran,,0.0,1.7484536082474227,0.07831909489725236,0.06291849457400138,3.6321865619949203,0.2221578873040531,0.10309278350515463,0.018702378203648118,0.9812976217963518,66.69999999999999,0.34381443298969067,0.00514906871781832
Lerik rayonu,2010,542.0,192.0,19902.0,19902.0,,5065.0,5065.0,,1367.6,1316.9,27.0,Lankaran-Astara,1101.38591173,0.49210725707273156,2.5232472324723245,0.2700098716683119,0.26,3.9293188548864757,0.10060152656321084,0.04981549815498155,0.0,1.0,50.69999999999982,0.0935424354243539,0.0
Lənkəran iqtisadi rayonu,2010,2678.0,1095.0,49174.0,46251.0,2923.0,19968.0,18006.0,1962.0,2368.7999999999997,2277.2000000000003,249.0,,,0.0,0.8845407020164301,0.11862980769230767,0.11404246794871796,2.4626402243589745,0.050307426314874115,0.0929798356982823,0.09825721153846154,0.9017427884615384,91.59999999999945,0.03420463032113497,0.0594419815349575
Lənkəran rayonu,2010,411.0,211.0,6641.0,5812.0,829.0,3936.0,3575.0,361.0,403.8,423.6,57.0,,,0.0,0.9824817518248176,0.10259146341463415,0.10762195121951221,1.6872459349593496,0.04426890644268906,0.1386861313868613,0.09171747967479675,0.9082825203252033,-19.80000000000001,-0.04817518248175185,0.12483059780153591
Masallı rayonu,2010,1325.0,496.0,17489.0,17233.0,256.0,7260.0,7146.0,114.0,476.1,454.9,127.0,Lankaran-Astara,,0.0,0.35932075471698116,0.06557851239669422,0.06265840220385675,2.408953168044077,0.03616231584388731,0.09584905660377359,0.015702479338842976,0.984297520661157,21.200000000000045,0.016000000000000035,0.01463777231402596
Mil-Muğan iqtisadi rayonu,2010,172.0,93.0,3101.0,2621.0,480.0,1923.0,1728.0,195.0,184.5,144.9,42.0,,,0.0,1.072674418604651,0.09594383775351015,0.07535101404056163,1.6125845033801351,0.04939471169162154,0.2441860465116279,0.10140405616224649,0.8985959438377535,39.599999999999994,0.23023255813953486,0.1547887778136085
Mingəçevir şəhəri,2010,788.0,302.0,12207.0,12207.0,,5533.0,5533.0,,211.9,133.7,46.0,Central Aran,,0.0,0.26890862944162436,0.03829748780046991,0.024164106271462135,2.20621724200253,0.04244141575690147,0.0583756345177665,0.0,1.0,78.20000000000002,0.09923857868020307,0.0
Mərkəzi Aran iqtisadi rayonu,2010,1262.0,523.0,29166.0,28892.0,274.0,10830.0,10576.0,254.0,574.1,446.6,82.0,,,0.0,0.4549128367670365,0.05301015697137581,0.04123730378578024,2.6930747922437672,0.06331763020211449,0.06497622820919176,0.0234533702677747,0.9765466297322253,127.5,0.10103011093502377,0.009394500445724473
Naftalan  şəhəri,2010,110.0,91.0,6833.0,5943.0,890.0,628.0,555.0,73.0,161.3,155.6,33.0,,15.57198574,7.0639674243626684,1.4663636363636365,0.2568471337579618,0.24777070063694268,10.880573248407643,0.170186799501868,0.3,0.11624203821656051,0.8837579617834395,5.700000000000017,0.05181818181818197,0.13025025611005414
Neftçala rayonu,2010,60.0,32.0,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0
Nizami rayonu,2010,160.0,89.0,7441.0,4836.0,2605.0,5292.0,4429.0,863.0,380.4,355.0,35.0,Baku,,0.0,2.3775,0.07188208616780045,0.06708238851095993,1.406084656084656,0.12741438356164383,0.21875,0.1630763416477702,0.8369236583522298,25.399999999999977,0.15874999999999986,0.35008735385028894
Nərimanov rayonu,2010,1430.0,687.0,19658.0,8392.0,11266.0,5481.0,957.0,4524.0,1531.2,1205.1,311.0,Baku,,0.0,1.0707692307692307,0.27936507936507937,0.2198686371100164,3.586571793468345,0.0376626113612415,0.21748251748251748,0.8253968253968254,0.1746031746031746,326.10000000000014,0.22804195804195815,0.5731000101739749
Nəsimi rayonu,2010,1890.0,1109.0,104848.0,10321.0,94527.0,61091.0,6132.0,54959.0,15445.9,12273.1,497.0,Baku,,0.0,8.172433862433863,0.25283429637753513,0.20089865937699497,1.7162593508045374,0.15198666376748568,0.26296296296296295,0.8996251493673373,0.10037485063266274,3172.7999999999993,1.6787301587301584,0.9015622615595911
Oğuz rayonu,2010,113.0,43.0,2668.0,2343.0,325.0,2668.0,2343.0,325.0,132.1,78.3,18.0,Sheki-Zagatala,,0.0,1.1690265486725664,0.049512743628185904,0.029347826086956522,1.0,0.06468662868226452,0.1592920353982301,0.12181409295352325,0.8781859070464768,53.8,0.47610619469026544,0.12181409295352325
Qarabağ iqtisadi rayonu,2010,198.0,120.0,909.0,909.0,,618.0,618.0,,8.8,8.6,6.0,,,0.0,0.044444444444444446,0.01423948220064725,0.013915857605177993,1.470873786407767,0.01257783312577833,0.030303030303030304,0.0,1.0,0.20000000000000107,0.0010101010101010155,0.0
Qaradağ rayonu,2010,,,,,18612.0,21439.0,,,,,,Baku,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qax rayonu,2010,484.0,212.0,21194.0,20659.0,535.0,3327.0,3101.0,226.0,648.4,524.7,84.0,Sheki-Zagatala,,0.0,1.3396694214876033,0.19489029155395252,0.1577096483318305,6.370303576795912,0.11997056492697837,0.17355371900826447,0.06792906522392546,0.9320709347760745,123.69999999999993,0.25557851239669405,0.025242993299990562
Qazax rayonu,2010,272.0,133.0,1365.0,1177.0,188.0,1210.0,1022.0,188.0,29.1,27.3,13.0,Gazakh-Tovuz,,0.0,0.10698529411764707,0.024049586776859505,0.02256198347107438,1.128099173553719,0.013748992747784045,0.04779411764705882,0.15537190082644628,0.8446280991735537,1.8000000000000007,0.006617647058823532,0.13772893772893774
Qazax-Tovuz iqtisadi rayonu,2010,605.0,294.0,5633.0,5197.0,436.0,4404.0,4005.0,399.0,172.0,113.69999999999999,48.0,,1818.350328,0.3327191634548433,0.28429752066115704,0.03905540417801998,0.02581743869209809,1.2790644868301544,0.025508887127816144,0.07933884297520662,0.09059945504087194,0.909400544959128,58.30000000000001,0.09636363636363639,0.07740102964672466
Quba rayonu,2010,1293.0,553.0,32836.0,19875.0,12961.0,13888.0,11567.0,2321.0,1893.1,1702.0,268.0,Guba-Khachmaz,,0.0,1.4641144624903324,0.13631192396313363,0.12255184331797235,2.36434331797235,0.06957590397186113,0.20726991492652747,0.16712269585253456,0.8328773041474654,191.0999999999999,0.1477958236658932,0.3947192106224875
Quba-Xaçmaz iqtisadi rayonu,2010,7905.0,2921.0,310094.0,197608.0,112486.0,66064.0,48545.0,17519.0,13598.5,14184.5,1144.0,,,0.0,1.7202403542061986,0.20583827803342214,0.21470846451925404,4.69384233470574,0.1074728150208382,0.14471853257432005,0.26518224751755876,0.7348177524824413,-586.0,-0.0741302972802024,0.3627480699400827
Qusar rayonu,2010,319.0,132.0,4639.0,4417.0,222.0,1396.0,1300.0,96.0,174.7,878.4,39.0,Guba-Khachmaz,,0.0,0.5476489028213166,0.1251432664756447,0.6292263610315186,3.3230659025787967,0.0398419719156611,0.12225705329153605,0.06876790830945559,0.9312320916905444,-703.7,-2.2059561128526646,0.04785514119422289
Qəbələ rayonu,2010,602.0,267.0,25666.0,23079.0,2587.0,24330.0,23079.0,1251.0,717.5,776.6,80.0,,,0.0,1.191860465116279,0.02949034114262228,0.031919441019317714,1.054911631730374,0.11680699039730578,0.132890365448505,0.051418002466091246,0.9485819975339087,-59.10000000000002,-0.0981727574750831,0.1007948258396322
Saatlı rayonu,2010,107.0,65.0,2081.0,1601.0,480.0,1408.0,1213.0,,152.4,118.8,34.0,Mil-Mughan,,0.0,1.4242990654205607,0.10823863636363637,0.08437499999999999,1.4779829545454546,0.053283830495455126,0.3177570093457944,0.0,0.8615056818181818,33.60000000000001,0.31401869158878515,0.23065833733781835
Sabirabad rayonu,2010,6.0,4.0,150.0,150.0,,150.0,150.0,,18.0,17.8,5.0,Mil-Mughan,1466.33041279,0.004091847204194412,3.0,0.12,0.11866666666666667,1.0,0.0684931506849315,0.8333333333333334,0.0,1.0,0.1999999999999993,0.033333333333333215,0.0
Sabunçu rayonu,2010,563.0,356.0,102196.0,101619.0,577.0,5947.0,5856.0,91.0,4461.5,2643.1,240.0,Baku,,0.0,7.924511545293073,0.7502101900117707,0.44444257608878424,17.184462754329914,0.4973162364047787,0.42628774422735344,0.01530183285690264,0.9846981671430973,1818.4,3.229840142095915,0.005646013542604407
Salyan rayonu,2010,156.0,94.0,,,,,,,,,2.0,,1916.78295505,0.08138636645792308,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0
Siyəzən rayonu,2010,128.0,54.0,3490.0,3490.0,,83.0,83.0,,,705.1,10.0,Guba-Khachmaz,,0.0,0.0,0.0,8.495180722891567,42.04819277108434,0.07470034246575342,0.078125,0.0,1.0,0.0,0.0,0.0
Sumqayıt şəhəri,2010,856.0,302.0,5410.0,2485.0,2925.0,1958.0,1295.0,663.0,424.3,351.3,64.0,Absheron,,0.0,0.495677570093458,0.21670071501532176,0.17941777323799796,2.763023493360572,0.017315324542312122,0.07476635514018691,0.3386108273748723,0.6613891726251276,73.0,0.0852803738317757,0.5406654343807763
Suraxanı rayonu,2010,40.0,15.0,1620.0,1620.0,,60.0,60.0,,138.1,102.7,5.0,Baku,,0.0,3.4524999999999997,2.3016666666666667,1.7116666666666667,27.0,0.11095890410958904,0.125,0.0,1.0,35.39999999999999,0.8849999999999998,0.0
Səbail rayonu,2010,2320.0,1233.0,295608.0,113616.0,181992.0,71937.0,33977.0,37960.0,17184.2,17182.8,736.0,Baku,,0.0,7.40698275862069,0.23887846309965666,0.23885900162642312,4.109262271153926,0.34908833254605576,0.31724137931034485,0.5276839456746876,0.47231605432531243,1.4000000000014552,0.0006034482758626962,0.6156531622960136
Tərtər rayonu,2010,30.0,15.0,644.0,644.0,,353.0,353.0,,6.1,6.1,2.0,Karabakh,,0.0,0.2033333333333333,0.017280453257790367,0.017280453257790367,1.8243626062322946,0.058812785388127856,0.06666666666666667,0.0,1.0,0.0,0.0,0.0
Ucar rayonu,2010,52.0,19.0,,,,,,,,,1.0,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0
Xaçmaz rayonu,2010,6084.0,2142.0,268263.0,168960.0,99303.0,50260.0,35158.0,15102.0,11466.4,10845.7,821.0,Guba-Khachmaz,,0.0,1.884681130834977,0.22814166335057698,0.21579188221249504,5.3375049741345,0.12080327470211559,0.1349441157133465,0.3004775169120573,0.6995224830879427,620.6999999999989,0.10202169625246531,0.370170317934266
Xızı rayonu,2010,184.0,81.0,992.0,915.0,77.0,950.0,873.0,77.0,74.7,275.6,25.0,Absheron,,0.0,0.40597826086956523,0.07863157894736843,0.29010526315789475,1.0442105263157895,0.014770696843359143,0.1358695652173913,0.08105263157894736,0.9189473684210526,-200.90000000000003,-1.0918478260869566,0.07762096774193548
Xətai rayonu,2010,461.0,213.0,17440.0,3229.0,14211.0,6781.0,1790.0,4991.0,624.7,475.0,60.0,Baku,,0.0,1.3550976138828634,0.09212505530157794,0.07004866538858576,2.5718920513198644,0.10364603452886816,0.1301518438177874,0.7360271346409084,0.2639728653590916,149.70000000000005,0.3247288503253797,0.8148509174311926
Xəzər rayonu,2010,1567.0,768.0,151663.0,133051.0,,,15237.0,6202.0,8214.0,6983.8,443.0,Baku,,0.0,5.241863433312061,0.0,0.0,0.0,0.265165965853957,0.28270580727504785,0.0,0.0,1230.1999999999998,0.7850670070197829,0.0
Yardımlı rayonu,2010,30.0,21.0,,,,,,,,,2.0,Lankaran-Astara,,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
Yasamal rayonu,2010,862.0,690.0,72818.0,13808.0,59010.0,48140.0,2715.0,45425.0,30285.9,21063.7,670.0,Baku,,0.0,35.134454756380514,0.6291213128375571,0.43755089322808477,1.5126298296634815,0.23144010424943584,0.777262180974478,0.9436019941836311,0.056398005816368925,9222.2,10.698607888631091,0.810376555247329
