file,title,indicator,year,value
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,hava nəqliyyatı,2021,670.1
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,hava nəqliyyatı,2022,964.3
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,hava nəqliyyatı,2023,1262.2
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,hava nəqliyyatı,2024,1498.7
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2006,16.0
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2007,17.3
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2008,26.0
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2009,30.7
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2010,34.9
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2011,39.0
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2012,46.5
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2013,38.6
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2014,29.7
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2015,53.2
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2016,29.3
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2017,12.3
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2018,38.1
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2019,39.9
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2020,34.6
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2021,31.8
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2022,38.0
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2023,45.4
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,su nəqliyyatı,2024,44.8
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2009,375.6
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2010,492.2
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2011,408.3
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2012,362.4
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2013,211.3
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2014,230.4
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2015,236.3
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2016,244.5
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2017,210.2
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2018,325.4
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2019,372.8
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2020,92.4
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2021,10.1
002_2.xls,2.2 Ölkəyə gələn və gedən vətəndaşların nəqliyyat növlərindən istifadə üzrə sayı,digər,2022,15.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2006,681.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2007,731.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2008,1042.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2009,1005.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2010,1279.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2011,1561.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2012,1985.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2013,2129.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2014,2159.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2015,1921.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2016,2044.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2017,2454.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2018,2605.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2019,2863.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2020,519.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2021,461.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2022,1058.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2023,1402.6
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,turizm məqsədilə,2024,1855.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2006,398.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2007,427.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2008,608.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2009,587.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2010,661.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2011,519.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2012,687.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2013,705.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2014,709.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2015,668.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2016,697.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2017,839.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2018,1042.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2019,1164.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2020,164.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2021,132.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2022,398.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2023,938.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"istirahət, əyləncə turizmi",2024,1261.6
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2006,257.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2007,276.6
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2008,394.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2009,380.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2010,547.6
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2011,591.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2012,595.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2013,648.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2014,670.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2015,632.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2016,691.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2017,834.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2018,787.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2019,850.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2020,177.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2021,196.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2022,400.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2023,156.6
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,işgüzar turizm,2024,261.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2006,7.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2007,8.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2008,11.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2009,11.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2010,14.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2011,33.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2012,43.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2013,46.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2014,46.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2015,36.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2016,41.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2017,49.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2018,63.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2019,63.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2020,10.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2021,8.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2022,14.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2023,19.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,müalicə turizmi,2024,23.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2006,4.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2007,4.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2008,6.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2009,6.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2010,10.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2011,10.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2012,13.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2013,13.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2014,13.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2015,11.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2016,12.6
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2017,14.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2018,15.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2019,16.6
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2020,3.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2021,0.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2022,2.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2023,2.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,dini turizm,2024,3.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2011,374.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2012,607.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2013,673.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2014,677.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2015,542.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2016,562.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2017,674.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2018,651.6
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2019,719.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2020,133.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2021,100.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2022,184.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2023,240.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,"qohumların, dostların ziyarəti",2024,263.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2006,14.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2007,15.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2008,21.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2009,21.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2010,46.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2011,31.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2012,38.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2013,41.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2014,42.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2015,30.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2016,39.8
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2017,41.6
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2018,45.5
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2019,48.6
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2020,30.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2021,22.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2022,58.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2023,44.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər turizm məqsədilə,2024,42.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2006,580.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2007,601.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2008,856.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2009,825.0
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2010,683.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2011,677.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2012,498.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2013,379.4
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2014,138.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2015,84.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2016,204.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2017,242.7
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2018,244.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2019,306.9
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2020,276.3
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2021,330.1
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2022,544.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2023,683.2
002_3.xls,2.3  Ölkəyə gələn əcnəbilər və vətəndaşlığı olmayan şəxslərin və xarici ölkələrə,digər məqsədlə,2024,771.6
